Volume (ml),pH,sampvol
2.520,5.534,
2.526,5.515,
2.532,5.494,
2.536,5.476,
2.540,5.455,
2.544,5.440,
2.549,5.420,
2.553,5.402,
2.557,5.381,
2.561,5.359,
2.565,5.341,
2.568,5.322,
2.572,5.304,
2.576,5.287,
2.578,5.265,
2.581,5.247,
2.583,5.231,
2.587,5.210,
2.592,5.189,
2.594,5.174,
2.596,5.153,
2.599,5.136,
2.602,5.118,
2.604,5.099,
2.607,5.076,
2.609,5.055,
2.611,5.040,
2.613,5.012,
2.614,4.996,
2.616,4.973,
2.618,4.957,
2.620,4.934,
2.621,4.910,
2.623,4.888,
2.625,4.866,
2.627,4.818,
2.630,4.795,
2.632,4.769,
2.634,4.751,
2.636,4.731,
2.638,4.715,
2.640,4.688,
2.641,4.673,
2.642,4.646,
2.644,4.626,
2.646,4.602,
2.648,4.580,
2.650,4.557,
2.652,4.535,
2.654,4.510,
2.657,4.480,
2.659,4.442,
2.660,4.425,
2.662,4.405,
2.664,4.386,
2.666,4.363,
2.668,4.338,
2.670,4.312,
2.673,4.289,
2.675,4.263,
2.678,4.246,
2.680,4.221,
2.682,4.203,
2.684,4.181,
2.686,4.160,
2.689,4.139,
2.692,4.124,
2.694,4.108,
2.695,4.093,
2.698,4.075,
2.700,4.052,
2.703,4.034,
2.706,4.012,
2.709,3.997,
2.712,3.975,
2.715,3.958,
2.719,3.936,
2.722,3.919,
2.725,3.900,
2.729,3.883,
2.733,3.868,
2.736,3.848,
2.739,3.829,
2.744,3.803,
2.750,3.784,
2.754,3.768,
2.758,3.752,
2.763,3.736,
2.767,3.717,
2.772,3.701,
2.777,3.683,
2.781,3.667,
2.784,3.651,
2.793,3.635,
2.798,3.619,
2.804,3.601,
2.812,3.580,
2.819,3.563,
2.826,3.545,
2.833,3.528,
2.841,3.511,
2.848,3.493,
2.857,3.477,
2.866,3.458,
2.873,3.442,
2.883,3.427,
2.891,3.411,
2.899,3.395,
2.908,3.380,
2.917,3.363,
2.927,3.348,
2.938,3.332,
2.948,3.316,
2.960,3.300,
2.961,3.299,
2.961,3.283,
