Volume (ml),pH,sampvol
1.547,6.491,
1.560,6.476,
1.573,6.460,
1.582,6.446,
1.585,6.413,
1.595,6.384,
1.598,6.400,
1.600,6.381,
1.601,6.363,
1.613,6.378,
1.623,6.356,
1.638,6.342,
1.649,6.324,
1.656,6.299,
1.661,6.316,
1.668,6.297,
1.669,6.280,
1.672,6.297,
1.675,6.274,
1.678,6.291,
1.686,6.260,
1.693,6.234,
1.700,6.249,
1.704,6.206,
1.706,6.220,
1.716,6.202,
1.724,6.175,
1.727,6.194,
1.747,6.169,
1.751,6.185,
1.761,6.165,
1.762,6.146,
1.776,6.085,
1.778,6.106,
1.784,6.088,
1.787,6.105,
1.791,6.060,
1.797,6.079,
1.802,6.062,
1.805,6.078,
1.820,6.040,
1.822,6.054,
1.827,6.025,
1.828,5.982,
1.829,6.002,
1.830,6.019,
1.832,6.036,
1.835,6.050,
1.846,6.010,
1.853,6.025,
1.854,6.002,
1.860,5.966,
1.861,5.932,
1.863,5.880,
1.863,5.908,
1.865,5.874,
1.866,5.903,
1.867,5.919,
1.868,5.936,
1.870,5.960,
1.875,5.913,
1.879,5.934,
1.884,5.901,
1.888,5.918,
1.893,5.937,
1.894,5.921,
1.911,5.876,
1.912,5.893,
1.916,5.855,
1.917,5.873,
1.919,5.889,
1.938,5.849,
1.942,5.864,
1.944,5.841,
1.946,5.863,
1.947,5.845,
1.948,5.817,
1.955,5.800,
1.956,5.815,
1.960,5.712,
1.963,5.741,
1.966,5.774,
1.971,5.794,
1.977,5.771,
1.978,5.734,
1.979,5.620,
1.980,5.658,
1.981,5.554,
1.982,5.590,
1.983,5.647,
1.984,5.683,
1.985,5.698,
1.986,5.720,
1.987,5.735,
1.989,5.751,
1.997,5.725,
1.998,5.678,
1.999,5.699,
2.000,5.722,
2.000,5.823,
2.003,5.804,
2.004,5.753,
2.005,5.739,
2.011,5.757,
2.013,5.649,
2.014,5.671,
2.016,5.642,
2.017,5.671,
2.019,5.698,
2.021,5.678,
2.024,5.651,
2.026,5.678,
2.027,5.694,
2.030,5.710,
2.034,5.668,
2.035,5.686,
2.036,5.704,
2.040,5.659,
2.045,5.597,
2.046,5.618,
2.048,5.578,
2.049,5.549,
2.051,5.585,
2.052,5.605,
2.053,5.621,
2.055,5.555,
2.057,5.469,
2.058,5.419,
2.059,5.473,
2.060,5.523,
2.061,5.543,
2.063,5.562,
2.064,5.527,
2.065,5.544,
2.066,5.567,
2.068,5.590,
2.071,5.606,
2.073,5.582,
2.074,5.515,
2.075,5.546,
2.076,5.560,
2.077,5.512,
2.079,5.549,
2.082,5.507,
2.084,5.525,
2.086,5.545,
2.094,5.489,
2.097,5.508,
2.099,5.452,
2.100,5.476,
2.101,5.502,
2.103,5.454,
2.104,5.487,
2.105,5.415,
2.107,5.436,
2.108,5.470,
2.111,5.486,
2.114,5.437,
2.115,5.475,
2.117,5.493,
2.121,5.508,
2.124,5.472,
2.130,5.453,
2.134,5.437,
2.135,5.421,
2.137,5.436,
2.138,5.451,
2.145,5.331,
2.146,5.373,
2.147,5.388,
2.148,5.370,
2.149,5.385,
2.153,5.362,
2.154,5.335,
2.155,5.353,
2.156,5.368,
2.157,5.260,
2.159,5.280,
2.160,5.314,
2.161,5.277,
2.163,5.309,
2.164,5.267,
2.167,5.235,
2.168,5.263,
2.173,5.278,
2.174,5.264,
2.176,5.208,
2.177,5.239,
2.180,5.258,
2.183,5.242,
2.188,5.211,
2.189,5.195,
2.190,5.230,
2.193,5.206,
2.194,5.229,
2.196,5.211,
2.198,5.138,
2.199,5.165,
2.202,5.128,
2.203,5.099,
2.204,5.113,
2.205,5.139,
2.206,5.154,
2.207,5.128,
2.209,5.151,
2.210,5.168,
2.212,5.139,
2.213,5.101,
2.214,4.924,
2.215,4.978,
2.216,5.038,
2.218,5.055,
2.220,5.087,
2.221,5.107,
2.223,5.079,
2.224,5.062,
2.226,5.077,
2.227,5.004,
2.229,4.976,
2.230,4.994,
2.232,4.930,
2.235,4.950,
2.237,4.967,
2.238,4.946,
2.239,4.913,
2.240,4.839,
2.241,4.894,
2.242,4.927,
2.247,4.881,
2.248,4.854,
2.249,4.869,
2.250,4.886,
2.251,4.863,
2.253,4.795,
2.255,4.823,
2.256,4.739,
2.257,4.703,
2.258,4.757,
2.259,4.781,
2.260,4.801,
2.261,4.782,
2.263,4.747,
2.266,4.765,
2.269,4.703,
2.270,4.603,
2.271,4.654,
2.272,4.624,
2.273,4.604,
2.274,4.664,
2.275,4.688,
2.278,4.667,
2.279,4.648,
2.281,4.581,
2.283,4.485,
2.286,4.530,
2.288,4.506,
2.290,4.482,
2.291,4.523,
2.294,4.399,
2.295,4.421,
2.297,4.405,
2.299,4.367,
2.300,4.327,
2.301,4.367,
2.303,4.341,
2.305,4.355,
2.307,4.277,
2.308,4.259,
2.309,4.284,
2.309,4.306,
2.311,4.260,
2.312,4.287,
2.313,4.245,
2.314,4.214,
2.316,4.189,
2.320,4.161,
2.321,4.179,
2.323,4.158,
2.324,4.111,
2.326,4.129,
2.328,4.113,
2.330,4.099,
2.331,4.068,
2.332,4.053,
2.334,4.013,
2.335,4.036,
2.337,3.998,
2.337,3.943,
2.338,3.987,
2.338,4.013,
2.339,3.984,
2.340,4.006,
2.343,3.989,
2.347,3.965,
2.347,3.949,
2.348,3.963,
2.350,3.945,
2.352,3.925,
2.356,3.911,
2.358,3.878,
2.364,3.860,
2.367,3.844,
2.370,3.830,
2.372,3.809,
2.378,3.800,
2.378,3.794,
